sportinggoodscompanyadidaswasfoundedinandiscurrentlyheadquarteredinwhichcountry,germany
route66ranfromlosangelestowhatcity,chicago
whichmythologicalherokilledthenemeanlion,hercules
ifyoucaughtaspinylobsterwhataboutitsappearancewoulddifferentiateitfromaregularlobster,no claws
whowontheacademyawardforbestactorin1993andagainin1994,tom hanks
whatoperaticsingerwhowasonceamobilephonesalesmanwonthefirstseriesofbritainsgottalentin2007,paul potts
whatdidgeorgehwbushannoucehedidntlikein1989,broccoli
whichmetalisobtainedfrombauxite,aluminium
whichnewyorkstreetisthecentreofcommericaltheatreintheusa,broadway
multiplythenumberofedgesonacubebythenumberoffaces,72
inmedievaltimeswhatwasamangonelusedfor,launching missiles
thetitleofthetvadaptationagameofthronesisthetitleofjustthefirstbookofwhichgeorgerrmartineseries,a song of ice and fire
whatwascharliessurnameintheroalddahlbookcharlieandthechocolatefactory,bucket
thevedasareavolumeofancienttextsthatcontaintheoldestscripturesofwhatreligion,hinduism
whichtowninaustraliasharesitsnamewithacreaturefromaborginalmythology,bunyip
basedononethousandandonenightsscheherazadeisoneofwhichrussiancomposersmostfamousworks,rimsky-korsakov
whichcountrywasworstaffectedbythemadcowdiseaseoutbreakwith166humandeathsblamedontaintedmeat,united kingdom
whowrotethechroniclesofnarnia,c.s. lewis
mustafakemalrevolutionarystatesmanandthefirstpresidentofturkeywasbetterknownbywhatname,ataturk
howmanyoscarsdidthe1997filmtitanicwin,11
forwhatprofessionwasthomaschippendalefamous,furniture maker
inmay2001whatcompanypaid1milliontodliverasalamipizzatoyuriusachevaboardtheinternationalspacestation,pizza hut
formetheholygrailisthe1921alaskawhatdoicollect,license plates
whichcountrydeclareditselfanindependentrepublicon17thjune1944,iceland
ifyouwantedtoseetheilluminatedmanuscriptknownasthebookofkellswhatcitywouldyouvisit,dublin
whatwasthenameoftheclassic1930antiwarfilmwhichwasremadein1979,all quite on the western front
whichfamousmilitaryfigurehadawarhorsenamedcopenhagen,the duke of willington
whatisaconundrum,difficult problem
whoissupposedtohaveestablishedthemeasurementofayardbymeasuringfromhisnosetohisthumb,king henry i
whichinsectcarriesthedradeddiseaseofsleepingsickness,tsetse fly
howmanychesspiecesdoeseachplayerbeginthegamewith,16
whocarriedoutthesecondcircumnavigationoftheworld,francis drake
whatisthefearofgoingoutsidecalled,agoraphobia
whichbrandofcarwasthetimemachineinthefilmbacktothefuture,de lorean
acadianationalparkwithitsbeautifulrockyseashoresresidesinwhatusstate,maine
whichtirebrandisnamedafterthescottishinventorwhocreatedthefirstpracticalpneumatictirein1887,dunlop
whatisthenameofthefirsttesttubebabybornin1978,louise brown
linesonamapjoiningplacesofequalatmosphericpressurearecalledwhat,isobars
whatwasthenameofsherlockholmesolderbrother,mycroft
thesprucegoosewaswhat,a huge wooden floatplane
whatistheoldestairlineintheworldoperatingunderitsoriginalname,klm
whatwasthenameofthefirstusspaceshuttle,columbia
shrekisnotonlyamovieogrebutalsoawordforfearorhorrorinwhatlanguage,yiddish
whenbloodisfirstpumpedoutoftherightsideofthehumanheartwhereisitsentfirst,lungs
regrettingsomethingyoudidincollegedontworrywhatcanyoureversewithayaglaser,tattoos
whatnameisgiventoawordorphrasethatreadsthesamebackwardsandforwards,palindrome
whatdoesabaristado,makes coffee
whatcapitalcitywasoriginallyknownasedo,tokyo
whattwodisneycartooncharactersareeatingspaghettiwhentheyaccidentallysmooch,lady and the tramp
whooriginallysaidgovernmentofthepeopleforthepeoplebythepeople,abraham lincoln
whatisthesurnameofidenticaltwinstikiandrondewhobothplayedwithdistinctioninthenfl,barber
whatisthemostpopularnameforapope,john
whatisthelargestcountyinireland,cork
whotoppedtheforbesfictionalfifteenlistin2005onaccountofhisessentiallyinfinitewealth,santa claus
inwhatcountrycanyouvisitmachupicchu,peru
whattypeofgarmentisapeignoir,dressing gown
whichoftheseisnotavarietyofapple,anjou
whoreleasedanalbumcalledsimplywar,u2
oxygenandwhatothergaseouselementmakeup99ofouratmosphere,nitrogen
whatwasthefirstyearcommercialsshowedwomenwearingonlyunderwear,1987
inwhatyeardidthestvalentinesdaymassacretakeplaceinchicago,1929
ohiostatelicenseplatesbearthesloganbirthplaceofaviationwhatstatsplatesproclaimfirstinflight,north carolina
supermanwouldfearwhatrarewellhiddengaswhosenamecomesfromthegreekforhidden,krypton
whatdothelettershwstandforinpresidentgeorgehwbush,herbert walker
chopintchaikovskyandmendelssohnwereamongthecomposersfromthisperiodofwesternclassicalmusic,romantic period
whichisthelighestofthechemicalelements,hydrogen
whatkindoffishdogermansusetomakearollmop,herring
beforeicelandbecameindependentitwasunderthesovereigntyofwhichcountry,denmark
whatmovieratingwascreatedin1984,pg-13
bywhatnamedidtheromansusuallyrefertoireland,hibernia
inwhatportionoftheussrdidthechernobylnuclearpowerplantreside,ukraine
whichwomanhasthemostmonumentserectedtoher,the virgin mary
whichwinterolympicsportusesarubberiseddisccalledapuck,ice hockey
whichtypeofplayerwouldbereferredtoasoneofthe2inthetraditionalfootballformationknownas442,striker
whatdiseaseiscommonlycalledlockjaw,tetanus
whichbreedofminiaturehorseisthesmallestintheworld,falabella
johncreaseywrote560booksunderhowmanypseudonyms,28
inaeuropeancasinohowmanydivisionsdoesaroulettewheelhave,thirty-seven
theredsoxplaybaseballinwhichcity,boston
daytonaissynonymouswithracingandspeedinwhichusstateisdaytona,florida
whichnutsareusedtomakemarzipan,almonds
residingonthebalticcoastwhichcityispolandslargestseaport,gdansk
thewindindicatoratanairportsharesitsnamewithwhichitemofclothing,sock
